Order_ID,Order_Date,Order_Time,City,Warehouse_ID,Product_ID,Product_Category,Product_Name,Price,Quantity,Stock_Available,Delivery_Partner,Delivery_Time_Minutes,Customer_Rating,Payment_Method,Revenue,Month,Day,Order_Year,Order_Month,Delivery_Speed,Stock_Status
QC1166,2025-06-30,22:51,Hyderabad,W2,P369,Snacks,Biscuits,98,4,13,Rahul,47,3.7,WALLET,392,June,Monday,2025,6,Medium,Low Stock
QC1167,2025-01-29,20:43,Hyderabad,W4,P305,Frozen,Frozen Peas,133,3,48,Karthik,16,3.8,CARD,399,January,Wednesday,2025,1,Fast,In Stock
QC1168,2025-03-28,10:21,Hyderabad,W6,P376,Beverages,Energy Drink,160,5,40,Ravi,37,4.1,CARD,800,March,Friday,2025,3,Medium,In Stock
QC1169,2025-01-31,12:50,Bangalore,W6,P666,Frozen,Ice Cream,36,4,35,Vikram,31,4.5,COD,144,January,Friday,2025,1,Medium,In Stock
QC1170,2025-05-27,11:41,Hyderabad,W4,P314,Bakery,Buns,111,1,2,Vikram,29,3.4,CARD,111,May,Tuesday,2025,5,Fast,Low Stock
QC1171,2025-06-25,14:38,Hyderabad,W1,P575,Beverages,Juice,148,4,20,Suresh,31,3.7,UPI,592,June,Wednesday,2025,6,Medium,In Stock
QC1172,2025-05-06,10:08,Mumbai,W5,P718,Frozen,Frozen Peas,151,4,13,Aman,31,3.3,WALLET,604,May,Tuesday,2025,5,Medium,Low Stock
QC1173,2025-01-07,13:17,Bangalore,W1,P507,Beverages,Soft Drink,123,3,26,Suresh,34,3.1,COD,369,January,Tuesday,2025,1,Medium,In Stock
QC1174,2025-01-10,22:38,Delhi,W5,P789,Beverages,Soft Drink,237,5,35,Sameer,34,4.9,UPI,1185,January,Friday,2025,1,Medium,In Stock
QC1175,2025-03-01,13:10,Chennai,W3,P769,Frozen,Frozen Peas,94,4,27,Karthik,49,3.2,CARD,376,March,Saturday,2025,3,Medium,In Stock
QC1176,2025-04-05,18:36,Bangalore,W3,P608,Dairy,Butter,32,1,56,Karthik,30,4.5,WALLET,32,April,Saturday,2025,4,Medium,In Stock
QC1177,2025-06-07,09:58,Bangalore,W3,P997,Dairy,Curd,154,4,6,Karthik,32,4.7,UPI,616,June,Saturday,2025,6,Medium,Low Stock
QC1178,2025-05-14,19:28,Delhi,W4,P696,Beverages,Juice,61,1,39,Sameer,17,3.9,COD,61,May,Wednesday,2025,5,Fast,In Stock
QC1179,2025-02-08,21:27,Chennai,W4,P553,Bakery,Cake,155,5,52,Rahul,22,3.7,WALLET,775,February,Saturday,2025,2,Fast,In Stock
QC1180,2025-05-28,08:51,Bangalore,W6,P565,Dairy,Curd,213,2,19,Karthik,25,4.1,CARD,426,May,Wednesday,2025,5,Fast,Low Stock
QC1181,2025-03-25,16:47,Chennai,W5,P590,Dairy,Curd,64,5,58,Aman,20,4.5,COD,320,March,Tuesday,2025,3,Fast,In Stock
QC1182,2025-04-26,16:11,Chennai,W1,P944,Bakery,Bread,112,2,6,Suresh,31,3.4,CARD,224,April,Saturday,2025,4,Medium,Low Stock
QC1183,2025-05-14,22:17,Pune,W6,P101,Bakery,Bread,115,1,51,Sameer,39,4.0,CARD,115,May,Wednesday,2025,5,Medium,In Stock
QC1184,2025-04-12,22:18,Chennai,W1,P533,Bakery,Cake,173,4,19,Karthik,34,4.7,WALLET,692,April,Saturday,2025,4,Medium,Low Stock
QC1185,2025-01-23,23:03,Mumbai,W1,P591,Frozen,Ice Cream,146,2,49,Vikram,16,3.7,UPI,292,January,Thursday,2025,1,Fast,In Stock
QC1186,2025-01-22,19:51,Hyderabad,W5,P615,Dairy,Butter,247,5,23,Sameer,40,5.0,COD,1235,January,Wednesday,2025,1,Medium,In Stock
QC1187,2025-02-20,10:39,Delhi,W6,P148,Snacks,Biscuits,160,4,44,Vikram,21,3.0,CARD,640,February,Thursday,2025,2,Fast,In Stock
QC1188,2025-01-01,23:10,Mumbai,W5,P738,Dairy,Butter,88,5,3,Rahul,27,4.0,CARD,440,January,Wednesday,2025,1,Fast,Low Stock
QC1189,2025-04-26,17:52,Delhi,W6,P190,Fruits,Apple,182,2,22,Vikram,47,4.6,UPI,364,April,Saturday,2025,4,Medium,In Stock
QC1190,2025-04-11,08:14,Pune,W4,P266,Dairy,Butter,223,3,37,Karthik,11,4.4,UPI,669,April,Friday,2025,4,Fast,In Stock
QC1191,2025-05-19,15:44,Mumbai,W4,P441,Dairy,Milk 1L,75,3,36,Sameer,27,4.2,UPI,225,May,Monday,2025,5,Fast,In Stock
QC1192,2025-04-15,17:03,Delhi,W5,P923,Bakery,Bread,78,2,44,Suresh,40,3.5,WALLET,156,April,Tuesday,2025,4,Medium,In Stock
QC1193,2025-05-10,09:50,Mumbai,W4,P625,Frozen,Frozen Peas,239,2,57,Ravi,31,4.7,CARD,478,May,Saturday,2025,5,Medium,In Stock
QC1194,2025-06-10,08:40,Pune,W4,P424,Dairy,Butter,185,1,4,Ravi,47,3.6,WALLET,185,June,Tuesday,2025,6,Medium,Low Stock
QC1195,2025-05-28,21:38,Chennai,W4,P500,Bakery,Cake,178,2,60,Sameer,10,3.3,UPI,356,May,Wednesday,2025,5,Fast,In Stock
QC1196,2025-04-06,19:22,Delhi,W1,P340,Snacks,Biscuits,185,4,1,Rahul,44,4.9,UPI,740,April,Sunday,2025,4,Medium,Low Stock
QC1197,2025-03-11,10:41,Delhi,W6,P876,Dairy,Milk 1L,194,5,11,Vikram,19,3.2,COD,970,March,Tuesday,2025,3,Fast,Low Stock
QC1198,2025-02-26,14:15,Chennai,W6,P916,Beverages,Soft Drink,182,5,3,Rahul,44,4.4,UPI,910,February,Wednesday,2025,2,Medium,Low Stock
QC1199,2025-01-25,15:31,Bangalore,W4,P584,Beverages,Soft Drink,148,2,15,Vikram,28,4.1,COD,296,January,Saturday,2025,1,Fast,Low Stock
QC1200,2025-05-12,19:05,Pune,W1,P745,Fruits,Orange,96,5,59,Arjun,39,3.4,WALLET,480,May,Monday,2025,5,Medium,In Stock
QC1201,2025-06-29,20:18,Hyderabad,W2,P162,Bakery,Cake,92,4,21,Karthik,41,4.1,WALLET,368,June,Sunday,2025,6,Medium,In Stock
QC1202,2025-01-14,09:03,Delhi,W3,P869,Beverages,Juice,148,2,31,Ravi,33,4.8,WALLET,296,January,Tuesday,2025,1,Medium,In Stock
QC1203,2025-03-05,15:12,Hyderabad,W3,P477,Beverages,Juice,99,4,15,Ravi,23,3.5,COD,396,March,Wednesday,2025,3,Fast,Low Stock
QC1204,2025-02-15,14:59,Chennai,W2,P311,Dairy,Milk 1L,174,2,26,Ravi,40,3.4,WALLET,348,February,Saturday,2025,2,Medium,In Stock
QC1205,2025-03-19,17:44,Bangalore,W6,P121,Bakery,Bread,44,1,29,Arjun,49,5.0,COD,44,March,Wednesday,2025,3,Medium,In Stock
QC1206,2025-03-25,14:40,Mumbai,W3,P834,Dairy,Milk 1L,89,3,51,Vikram,12,4.5,COD,267,March,Tuesday,2025,3,Fast,In Stock
QC1207,2025-04-09,21:43,Delhi,W3,P985,Bakery,Bread,105,4,59,Sameer,31,4.7,WALLET,420,April,Wednesday,2025,4,Medium,In Stock
QC1208,2025-05-14,21:24,Chennai,W2,P472,Snacks,Nachos,42,3,49,Vikram,25,4.6,CARD,126,May,Wednesday,2025,5,Fast,In Stock
QC1209,2025-01-01,12:03,Pune,W5,P471,Dairy,Curd,42,4,33,Arjun,50,3.2,UPI,168,January,Wednesday,2025,1,Medium,In Stock
QC1210,2025-02-13,11:50,Mumbai,W5,P211,Fruits,Orange,248,3,5,Rahul,35,3.5,COD,744,February,Thursday,2025,2,Medium,Low Stock
QC1211,2025-04-07,19:44,Chennai,W1,P480,Beverages,Juice,242,2,50,Aman,49,4.4,WALLET,484,April,Monday,2025,4,Medium,In Stock
QC1212,2025-01-25,23:22,Chennai,W1,P391,Frozen,Frozen Peas,164,3,3,Suresh,32,4.4,CARD,492,January,Saturday,2025,1,Medium,Low Stock
QC1213,2025-06-28,12:07,Bangalore,W3,P305,Frozen,Ice Cream,152,4,34,Vikram,21,3.4,CARD,608,June,Saturday,2025,6,Fast,In Stock
QC1214,2025-05-26,22:06,Chennai,W3,P425,Snacks,Potato Chips,154,1,38,Aman,23,4.4,UPI,154,May,Monday,2025,5,Fast,In Stock
QC1215,2025-04-24,12:02,Bangalore,W3,P202,Beverages,Energy Drink,60,3,47,Suresh,17,3.6,COD,180,April,Thursday,2025,4,Fast,In Stock
QC1216,2025-02-17,23:55,Chennai,W5,P537,Beverages,Juice,230,1,25,Ravi,23,3.1,WALLET,230,February,Monday,2025,2,Fast,In Stock
QC1217,2025-05-05,14:27,Mumbai,W6,P351,Fruits,Apple,139,1,39,Arjun,33,3.3,WALLET,139,May,Monday,2025,5,Medium,In Stock
QC1218,2025-06-18,12:37,Bangalore,W1,P595,Snacks,Nachos,195,5,36,Vikram,24,4.2,CARD,975,June,Wednesday,2025,6,Fast,In Stock
QC1219,2025-05-15,23:05,Mumbai,W5,P350,Fruits,Orange,204,2,37,Vikram,32,3.4,UPI,408,May,Thursday,2025,5,Medium,In Stock
QC1220,2025-02-21,19:24,Pune,W1,P460,Bakery,Bread,170,2,41,Arjun,16,4.4,COD,340,February,Friday,2025,2,Fast,In Stock
QC1221,2025-01-05,19:22,Delhi,W2,P710,Frozen,Ice Cream,65,2,20,Ravi,10,3.2,WALLET,130,January,Sunday,2025,1,Fast,In Stock
QC1222,2025-03-28,19:31,Chennai,W3,P930,Fruits,Orange,141,4,35,Aman,43,4.9,UPI,564,March,Friday,2025,3,Medium,In Stock
QC1223,2025-01-01,16:41,Chennai,W2,P848,Frozen,Frozen Peas,113,2,8,Ravi,17,4.5,CARD,226,January,Wednesday,2025,1,Fast,Low Stock
QC1224,2025-01-04,16:14,Mumbai,W1,P139,Snacks,Nachos,224,2,34,Rahul,30,4.5,WALLET,448,January,Saturday,2025,1,Medium,In Stock
QC1225,2025-03-26,16:24,Pune,W1,P386,Bakery,Bread,67,3,6,Aman,43,4.2,CARD,201,March,Wednesday,2025,3,Medium,Low Stock
QC1226,2025-06-20,11:59,Pune,W1,P424,Dairy,Curd,42,1,29,Karthik,21,3.1,COD,42,June,Friday,2025,6,Fast,In Stock
QC1227,2025-01-21,19:22,Delhi,W6,P179,Beverages,Energy Drink,87,5,15,Sameer,47,3.6,COD,435,January,Tuesday,2025,1,Medium,Low Stock
QC1228,2025-05-24,16:41,Bangalore,W3,P703,Snacks,Biscuits,151,3,26,Rahul,26,4.5,WALLET,453,May,Saturday,2025,5,Fast,In Stock
QC1229,2025-02-12,19:42,Chennai,W3,P343,Fruits,Apple,59,2,6,Ravi,41,3.2,COD,118,February,Wednesday,2025,2,Medium,Low Stock
QC1230,2025-05-22,11:36,Bangalore,W4,P147,Frozen,Ice Cream,205,3,55,Karthik,36,4.0,CARD,615,May,Thursday,2025,5,Medium,In Stock
QC1231,2025-04-09,16:35,Bangalore,W4,P497,Fruits,Banana,202,1,27,Aman,11,4.1,UPI,202,April,Wednesday,2025,4,Fast,In Stock
QC1232,2025-03-18,22:34,Mumbai,W6,P898,Fruits,Apple,146,5,31,Ravi,35,3.8,UPI,730,March,Tuesday,2025,3,Medium,In Stock
QC1233,2025-06-29,12:45,Delhi,W1,P108,Fruits,Orange,95,4,7,Suresh,28,3.6,COD,380,June,Sunday,2025,6,Fast,Low Stock
QC1234,2025-01-17,13:52,Mumbai,W6,P395,Dairy,Butter,75,1,13,Vikram,14,3.9,UPI,75,January,Friday,2025,1,Fast,Low Stock
QC1235,2025-02-12,09:14,Chennai,W5,P265,Dairy,Butter,42,3,8,Rahul,15,3.3,COD,126,February,Wednesday,2025,2,Fast,Low Stock
QC1236,2025-01-20,18:44,Chennai,W5,P167,Bakery,Cake,65,4,10,Suresh,22,4.3,WALLET,260,January,Monday,2025,1,Fast,Low Stock
QC1237,2025-04-24,22:28,Delhi,W2,P326,Beverages,Soft Drink,193,2,44,Arjun,32,3.7,COD,386,April,Thursday,2025,4,Medium,In Stock
QC1238,2025-05-30,16:40,Bangalore,W3,P572,Dairy,Curd,163,4,37,Arjun,21,4.5,UPI,652,May,Friday,2025,5,Fast,In Stock
QC1239,2025-05-19,15:24,Hyderabad,W1,P803,Dairy,Butter,230,5,8,Ravi,38,3.7,WALLET,1150,May,Monday,2025,5,Medium,Low Stock
QC1240,2025-01-15,10:10,Mumbai,W4,P591,Fruits,Banana,233,2,22,Rahul,37,3.2,UPI,466,January,Wednesday,2025,1,Medium,In Stock
QC1241,2025-04-06,20:26,Chennai,W5,P174,Dairy,Milk 1L,116,1,14,Karthik,32,3.5,WALLET,116,April,Sunday,2025,4,Medium,Low Stock
QC1242,2025-03-19,23:50,Hyderabad,W5,P608,Fruits,Orange,223,2,43,Rahul,17,3.3,WALLET,446,March,Wednesday,2025,3,Fast,In Stock
QC1243,2025-05-23,20:23,Bangalore,W5,P888,Bakery,Cake,246,1,56,Ravi,19,3.6,CARD,246,May,Friday,2025,5,Fast,In Stock
QC1244,2025-06-20,17:01,Mumbai,W5,P232,Fruits,Orange,214,1,41,Ravi,29,3.8,WALLET,214,June,Friday,2025,6,Fast,In Stock
QC1245,2025-02-09,19:02,Mumbai,W6,P846,Beverages,Juice,124,3,5,Aman,36,3.1,CARD,372,February,Sunday,2025,2,Medium,Low Stock
QC1246,2025-03-26,20:36,Delhi,W5,P874,Snacks,Nachos,78,5,44,Vikram,50,3.1,CARD,390,March,Wednesday,2025,3,Medium,In Stock
QC1247,2025-04-23,15:33,Hyderabad,W4,P193,Snacks,Nachos,118,1,59,Aman,31,3.1,COD,118,April,Wednesday,2025,4,Medium,In Stock
QC1248,2025-03-16,15:45,Pune,W3,P593,Bakery,Cake,164,5,53,Suresh,19,5.0,COD,820,March,Sunday,2025,3,Fast,In Stock
QC1249,2025-01-17,19:36,Mumbai,W4,P784,Dairy,Milk 1L,76,4,17,Aman,35,4.8,UPI,304,January,Friday,2025,1,Medium,Low Stock
QC1250,2025-02-14,22:47,Pune,W2,P483,Frozen,Ice Cream,50,3,1,Ravi,30,4.3,WALLET,150,February,Friday,2025,2,Medium,Low Stock
QC1251,2025-04-23,17:36,Hyderabad,W6,P322,Bakery,Cake,75,4,47,Sameer,34,5.0,WALLET,300,April,Wednesday,2025,4,Medium,In Stock
QC1252,2025-05-18,14:40,Pune,W3,P203,Bakery,Bread,195,3,60,Sameer,38,3.3,CARD,585,May,Sunday,2025,5,Medium,In Stock
QC1253,2025-06-08,16:50,Mumbai,W2,P227,Beverages,Energy Drink,218,3,46,Sameer,44,3.2,CARD,654,June,Sunday,2025,6,Medium,In Stock
QC1254,2025-06-25,19:04,Delhi,W3,P775,Frozen,Ice Cream,154,1,48,Sameer,11,4.7,COD,154,June,Wednesday,2025,6,Fast,In Stock
QC1255,2025-04-27,09:29,Chennai,W5,P907,Snacks,Biscuits,99,5,14,Arjun,39,4.4,CARD,495,April,Sunday,2025,4,Medium,Low Stock
QC1256,2025-04-27,18:23,Bangalore,W6,P876,Dairy,Butter,34,1,57,Vikram,31,3.0,UPI,34,April,Sunday,2025,4,Medium,In Stock
QC1257,2025-01-06,14:20,Bangalore,W1,P921,Bakery,Cake,106,5,18,Arjun,46,4.3,CARD,530,January,Monday,2025,1,Medium,Low Stock
QC1258,2025-02-13,18:35,Delhi,W6,P281,Frozen,Ice Cream,38,5,55,Ravi,31,4.5,CARD,190,February,Thursday,2025,2,Medium,In Stock
QC1259,2025-01-04,12:49,Bangalore,W1,P843,Bakery,Cake,104,4,28,Rahul,16,3.6,CARD,416,January,Saturday,2025,1,Fast,In Stock
QC1260,2025-06-12,22:51,Delhi,W3,P207,Bakery,Cake,122,4,3,Rahul,36,3.9,COD,488,June,Thursday,2025,6,Medium,Low Stock
QC1261,2025-05-27,23:13,Pune,W2,P136,Dairy,Milk 1L,171,4,60,Karthik,13,4.6,COD,684,May,Tuesday,2025,5,Fast,In Stock
QC1262,2025-05-12,18:14,Mumbai,W4,P133,Frozen,Frozen Peas,205,4,57,Sameer,48,3.7,CARD,820,May,Monday,2025,5,Medium,In Stock
QC1263,2025-04-01,14:40,Chennai,W1,P954,Fruits,Banana,236,3,44,Sameer,41,4.6,COD,708,April,Tuesday,2025,4,Medium,In Stock
QC1264,2025-05-03,12:07,Chennai,W3,P164,Dairy,Butter,110,5,2,Vikram,26,4.9,CARD,550,May,Saturday,2025,5,Fast,Low Stock
QC1265,2025-02-13,12:08,Hyderabad,W2,P652,Frozen,Frozen Peas,155,3,37,Ravi,11,3.9,COD,465,February,Thursday,2025,2,Fast,In Stock
QC1266,2025-03-30,10:45,Bangalore,W2,P669,Beverages,Juice,60,5,19,Arjun,19,4.9,CARD,300,March,Sunday,2025,3,Fast,Low Stock
QC1267,2025-03-24,23:27,Chennai,W5,P159,Bakery,Bread,177,1,43,Sameer,14,3.8,WALLET,177,March,Monday,2025,3,Fast,In Stock
QC1268,2025-03-09,22:25,Bangalore,W2,P651,Fruits,Orange,157,1,26,Rahul,23,3.2,UPI,157,March,Sunday,2025,3,Fast,In Stock
QC1269,2025-02-05,11:41,Chennai,W4,P569,Bakery,Buns,118,1,56,Karthik,25,4.5,COD,118,February,Wednesday,2025,2,Fast,In Stock
QC1270,2025-01-09,20:50,Delhi,W6,P269,Bakery,Cake,34,5,11,Suresh,39,4.6,COD,170,January,Thursday,2025,1,Medium,Low Stock
QC1271,2025-03-12,13:30,Pune,W1,P116,Fruits,Apple,172,1,25,Suresh,21,3.8,COD,172,March,Wednesday,2025,3,Fast,In Stock
QC1272,2025-02-07,14:53,Delhi,W1,P713,Bakery,Buns,109,1,34,Karthik,32,4.7,WALLET,109,February,Friday,2025,2,Medium,In Stock
QC1273,2025-06-05,14:21,Pune,W4,P960,Beverages,Juice,230,3,49,Karthik,39,4.3,UPI,690,June,Thursday,2025,6,Medium,In Stock
QC1274,2025-02-13,09:52,Chennai,W4,P990,Dairy,Butter,84,1,56,Karthik,24,3.0,COD,84,February,Thursday,2025,2,Fast,In Stock
QC1275,2025-04-20,23:35,Delhi,W6,P182,Beverages,Juice,120,1,22,Sameer,28,4.3,UPI,120,April,Sunday,2025,4,Fast,In Stock
QC1276,2025-06-16,17:40,Chennai,W5,P963,Frozen,Frozen Peas,34,1,28,Karthik,28,4.0,WALLET,34,June,Monday,2025,6,Fast,In Stock
QC1277,2025-05-01,14:25,Bangalore,W2,P749,Bakery,Bread,181,1,3,Suresh,29,4.0,CARD,181,May,Thursday,2025,5,Fast,Low Stock
QC1278,2025-06-17,22:06,Chennai,W5,P571,Frozen,Frozen Peas,103,3,55,Ravi,30,3.2,CARD,309,June,Tuesday,2025,6,Medium,In Stock
QC1279,2025-02-04,09:39,Mumbai,W4,P622,Snacks,Potato Chips,56,5,39,Karthik,19,4.5,CARD,280,February,Tuesday,2025,2,Fast,In Stock
QC1280,2025-04-15,09:26,Chennai,W1,P570,Beverages,Soft Drink,103,1,38,Rahul,34,4.7,CARD,103,April,Tuesday,2025,4,Medium,In Stock
QC1281,2025-05-25,20:37,Delhi,W6,P140,Dairy,Curd,106,1,53,Arjun,34,3.9,WALLET,106,May,Sunday,2025,5,Medium,In Stock
QC1282,2025-06-26,10:35,Delhi,W1,P230,Bakery,Buns,171,5,9,Suresh,45,4.7,COD,855,June,Thursday,2025,6,Medium,Low Stock
QC1283,2025-03-05,16:21,Chennai,W4,P713,Frozen,Ice Cream,42,2,11,Vikram,43,3.0,COD,84,March,Wednesday,2025,3,Medium,Low Stock
QC1284,2025-01-27,11:11,Chennai,W4,P714,Frozen,Frozen Peas,167,2,39,Aman,44,4.0,COD,334,January,Monday,2025,1,Medium,In Stock
QC1285,2025-03-19,21:50,Bangalore,W6,P754,Snacks,Nachos,243,1,29,Vikram,14,3.9,CARD,243,March,Wednesday,2025,3,Fast,In Stock
QC1286,2025-04-30,21:12,Mumbai,W2,P692,Snacks,Potato Chips,130,3,9,Karthik,48,4.0,UPI,390,April,Wednesday,2025,4,Medium,Low Stock
QC1287,2025-01-01,20:59,Delhi,W6,P378,Bakery,Cake,214,4,15,Arjun,38,4.0,WALLET,856,January,Wednesday,2025,1,Medium,Low Stock
QC1288,2025-03-12,11:28,Pune,W2,P582,Snacks,Potato Chips,147,4,54,Karthik,18,3.1,WALLET,588,March,Wednesday,2025,3,Fast,In Stock
QC1289,2025-01-24,13:29,Hyderabad,W6,P130,Bakery,Buns,190,5,27,Suresh,10,3.7,WALLET,950,January,Friday,2025,1,Fast,In Stock
QC1290,2025-05-05,18:26,Delhi,W2,P240,Bakery,Cake,232,5,26,Rahul,37,3.4,UPI,1160,May,Monday,2025,5,Medium,In Stock
QC1291,2025-05-20,12:27,Bangalore,W2,P294,Bakery,Buns,49,1,32,Vikram,29,4.1,UPI,49,May,Tuesday,2025,5,Fast,In Stock
QC1292,2025-03-12,19:18,Bangalore,W5,P756,Beverages,Juice,90,5,35,Aman,50,4.1,WALLET,450,March,Wednesday,2025,3,Medium,In Stock
QC1293,2025-06-18,14:13,Chennai,W5,P580,Beverages,Energy Drink,249,1,9,Aman,18,3.1,COD,249,June,Wednesday,2025,6,Fast,Low Stock
QC1294,2025-04-19,10:21,Hyderabad,W4,P234,Fruits,Apple,181,3,20,Ravi,25,3.6,WALLET,543,April,Saturday,2025,4,Fast,In Stock
QC1295,2025-04-23,19:25,Chennai,W3,P499,Snacks,Potato Chips,250,1,8,Vikram,44,4.3,CARD,250,April,Wednesday,2025,4,Medium,Low Stock
QC1296,2025-06-17,23:33,Pune,W1,P147,Dairy,Milk 1L,119,3,47,Ravi,37,3.6,CARD,357,June,Tuesday,2025,6,Medium,In Stock
QC1297,2025-04-22,19:12,Chennai,W6,P813,Dairy,Curd,34,5,37,Ravi,48,4.7,UPI,170,April,Tuesday,2025,4,Medium,In Stock
QC1298,2025-06-06,08:05,Hyderabad,W1,P604,Dairy,Butter,198,4,24,Sameer,36,4.3,UPI,792,June,Friday,2025,6,Medium,In Stock
QC1299,2025-06-18,17:42,Hyderabad,W2,P930,Frozen,Ice Cream,212,4,50,Karthik,36,4.2,UPI,848,June,Wednesday,2025,6,Medium,In Stock
QC1300,2025-04-06,20:11,Bangalore,W2,P206,Beverages,Energy Drink,248,2,0,Suresh,19,3.7,WALLET,496,April,Sunday,2025,4,Fast,Low Stock
QC1301,2025-02-03,21:01,Pune,W1,P730,Beverages,Juice,216,1,54,Vikram,28,3.7,UPI,216,February,Monday,2025,2,Fast,In Stock
QC1302,2025-04-05,16:46,Hyderabad,W6,P446,Frozen,Ice Cream,200,2,33,Sameer,46,3.1,WALLET,400,April,Saturday,2025,4,Medium,In Stock
QC1303,2025-05-03,16:58,Delhi,W1,P767,Beverages,Juice,136,3,19,Suresh,41,3.8,UPI,408,May,Saturday,2025,5,Medium,Low Stock
QC1304,2025-06-04,14:33,Bangalore,W4,P694,Fruits,Orange,162,5,4,Aman,34,4.5,CARD,810,June,Wednesday,2025,6,Medium,Low Stock
QC1305,2025-05-16,11:55,Hyderabad,W3,P559,Frozen,Frozen Peas,38,5,39,Aman,24,5.0,CARD,190,May,Friday,2025,5,Fast,In Stock
QC1306,2025-01-24,08:22,Mumbai,W3,P452,Snacks,Nachos,85,2,5,Sameer,12,3.6,COD,170,January,Friday,2025,1,Fast,Low Stock
QC1307,2025-02-15,09:51,Delhi,W4,P770,Frozen,Frozen Peas,113,5,17,Ravi,47,3.8,CARD,565,February,Saturday,2025,2,Medium,Low Stock
QC1308,2025-01-06,17:27,Pune,W1,P134,Fruits,Banana,237,5,58,Sameer,31,3.3,CARD,1185,January,Monday,2025,1,Medium,In Stock
QC1309,2025-01-20,22:04,Mumbai,W6,P142,Bakery,Buns,106,2,13,Vikram,25,4.9,COD,212,January,Monday,2025,1,Fast,Low Stock
QC1310,2025-02-05,09:40,Bangalore,W3,P493,Beverages,Energy Drink,33,5,26,Sameer,41,3.2,UPI,165,February,Wednesday,2025,2,Medium,In Stock
QC1311,2025-04-07,17:08,Bangalore,W1,P340,Bakery,Cake,44,4,0,Ravi,35,4.2,CARD,176,April,Monday,2025,4,Medium,Low Stock
QC1312,2025-04-03,16:38,Chennai,W1,P892,Frozen,Frozen Peas,232,1,46,Ravi,24,4.5,COD,232,April,Thursday,2025,4,Fast,In Stock
QC1313,2025-04-03,21:11,Bangalore,W6,P311,Fruits,Apple,146,3,15,Rahul,37,3.7,WALLET,438,April,Thursday,2025,4,Medium,Low Stock
QC1314,2025-04-05,11:22,Hyderabad,W3,P825,Beverages,Soft Drink,46,4,43,Rahul,18,3.6,COD,184,April,Saturday,2025,4,Fast,In Stock
QC1315,2025-03-30,10:55,Delhi,W6,P210,Dairy,Curd,55,4,4,Sameer,10,4.6,CARD,220,March,Sunday,2025,3,Fast,Low Stock
QC1316,2025-02-23,18:22,Mumbai,W3,P899,Bakery,Cake,148,4,32,Karthik,25,4.7,COD,592,February,Sunday,2025,2,Fast,In Stock
QC1317,2025-01-05,13:55,Delhi,W6,P555,Snacks,Nachos,215,3,58,Arjun,48,3.1,WALLET,645,January,Sunday,2025,1,Medium,In Stock
QC1318,2025-02-10,20:57,Chennai,W6,P845,Snacks,Nachos,145,2,57,Suresh,19,3.8,WALLET,290,February,Monday,2025,2,Fast,In Stock
QC1319,2025-02-17,08:42,Delhi,W2,P719,Fruits,Apple,35,1,40,Karthik,20,3.6,WALLET,35,February,Monday,2025,2,Fast,In Stock
QC1320,2025-01-26,19:29,Pune,W2,P129,Frozen,Ice Cream,146,2,48,Suresh,11,3.7,UPI,292,January,Sunday,2025,1,Fast,In Stock
QC1321,2025-02-05,09:38,Delhi,W2,P946,Dairy,Curd,197,4,5,Rahul,34,4.1,WALLET,788,February,Wednesday,2025,2,Medium,Low Stock
QC1322,2025-04-22,09:10,Pune,W1,P323,Bakery,Bread,99,4,13,Ravi,39,3.4,COD,396,April,Tuesday,2025,4,Medium,Low Stock
QC1323,2025-06-28,23:12,Mumbai,W2,P743,Bakery,Bread,197,4,13,Arjun,48,3.3,COD,788,June,Saturday,2025,6,Medium,Low Stock
QC1324,2025-03-22,15:03,Delhi,W3,P662,Dairy,Curd,94,4,5,Rahul,41,3.2,UPI,376,March,Saturday,2025,3,Medium,Low Stock
QC1325,2025-03-12,13:14,Bangalore,W4,P905,Bakery,Buns,138,2,13,Ravi,17,3.0,COD,276,March,Wednesday,2025,3,Fast,Low Stock
QC1326,2025-06-14,14:05,Hyderabad,W6,P701,Snacks,Biscuits,82,4,16,Aman,29,3.3,WALLET,328,June,Saturday,2025,6,Fast,Low Stock
QC1327,2025-03-26,08:16,Bangalore,W3,P158,Beverages,Juice,146,1,57,Aman,19,3.5,WALLET,146,March,Wednesday,2025,3,Fast,In Stock
QC1328,2025-04-23,19:29,Chennai,W4,P631,Bakery,Cake,33,4,36,Ravi,27,3.0,CARD,132,April,Wednesday,2025,4,Fast,In Stock
QC1329,2025-04-02,12:15,Bangalore,W2,P802,Beverages,Soft Drink,105,3,60,Vikram,29,3.1,COD,315,April,Wednesday,2025,4,Fast,In Stock
QC1330,2025-03-31,19:33,Pune,W4,P434,Frozen,Frozen Peas,216,3,23,Aman,25,4.2,COD,648,March,Monday,2025,3,Fast,In Stock
QC1331,2025-02-11,20:02,Chennai,W3,P705,Bakery,Buns,245,4,24,Ravi,15,3.4,CARD,980,February,Tuesday,2025,2,Fast,In Stock
QC1332,2025-04-05,22:24,Mumbai,W4,P450,Fruits,Banana,196,1,49,Karthik,39,3.4,CARD,196,April,Saturday,2025,4,Medium,In Stock
QC1333,2025-01-04,13:44,Pune,W6,P974,Bakery,Buns,227,2,16,Rahul,32,4.4,UPI,454,January,Saturday,2025,1,Medium,Low Stock
